Filename,Speaker,Task,Sex,Ethnicity,Generation,Word,Vowel,Preceding.Phone,Following.Phone,Begin.Time..s.,End.Time..s.,Duration..ms.,F0.20.,F0.35.,F0.50.,F0.65.,F0.80.,F1.20.,F1.35.,F1.50.,F1.65.,F1.80.,F1.100.,F2.20.,F2.35.,F2.50.,F2.65.,F2.80.,F3.20.,F3.35.,F3.50.,F3.65.,F3.80.,Intensity.20.,Intensity.35.,Intensity.50.,Intensity.65.,Intensity.80.,Notes,Analyst,Date,Settings,Praat.Version,OS,uuid,Speaker.Vowel,md,Is.outlier.001,Is.outlier.025
YU51NM2E_CS,YU51NM2E,conversation,M,Yakama,2,had,æ,h,d,1525.01,1525.18,170,172.0790624,--undefined--,179.6028369,183.938484,187.0361803,617.9610566,606.702426,645.5489666,701.7225528,689.4209256,524.0741537,1969.46347,1855.381918,1903.760259,1740.586126,1793.277877,3034.053772,3001.839149,2610.44615,2856.829431,3016.076803,58.47605401,55.26825467,59.38293693,63.40870948,60.53386737,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_CS1525_01,YU51NM2Eæ,30.004334409204063,TRUE,TRUE
YU51NM2E_CS,YU51NM2E,conversation,M,Yakama,2,had,æ,h,d,1685.82,1685.9,80,173.8701783,175.1381879,175.6261916,174.5849946,169.9695771,628.2953653,603.4373538,537.403482,484.0503797,432.2421829,392.007315,1788.318923,1762.998092,1729.210577,1608.422506,1469.170196,2428.707275,2502.74745,2520.593178,2574.125156,2628.350428,60.36189535,60.04669318,59.49715625,60.95233961,61.70822566,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_CS1685_82,YU51NM2Eæ,27.913156361690753,TRUE,TRUE
YU51NM2E_RP,YU51NM2E,reading passage,M,Yakama,2,full,ʊ,f,l,2805.453711,2805.512896,59.1855996,136.227082,135.5697147,135.0701069,134.7849754,135.7276567,548.2058741,563.372109,432.7189646,425.7991667,447.5001858,414.9586,2378.844389,1998.424875,590.5385334,521.6988385,2571.656527,3282.874351,3135.469089,2906.684905,2990.771383,3524.466906,54.25015708,55.5072944,55.93586649,55.78432336,55.59363169,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_RP2805_453711,YU51NM2Eʊ,115.22413276313404,TRUE,TRUE
YU51NM2E_RP,YU51NM2E,reading passage,M,Yakama,2,had,æ,h,d,2809.277641,2809.406814,129.1731491,104.9035033,114.4984588,115.3765589,116.9076407,116.1584529,517.0970923,371.8912977,431.6933668,423.9785066,366.3582835,267.0060699,1698.569038,1690.503046,1564.895366,1611.88656,1613.236469,2431.725747,2423.352661,2306.83326,2371.882898,2503.024003,47.70243924,49.09099307,50.85488476,50.26024876,50.75060352,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_RP2809_277641,YU51NM2Eæ,269.17522454780396,TRUE,TRUE
YU51NM2E_RP,YU51NM2E,reading passage,M,Yakama,2,but,ʌ,b,t,2848.647682,2848.715326,67.6440836,133.5569603,131.4751222,129.9314741,129.6005327,128.6962775,389.3455587,377.9074023,336.583539,363.1739716,377.1099497,379.9052299,1316.989278,1269.780736,1273.468353,1437.018105,1330.100173,2452.509178,2454.919369,2501.123383,2576.959434,2552.327018,64.4307962,64.51017419,60.61015653,56.45350383,57.61160957,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_RP2848_647682,YU51NM2Eʌ,21.26494707980901,TRUE,TRUE
YU51NM2E_RP,YU51NM2E,reading passage,M,Yakama,2,pool,u,p,l,2865.83715,2866.119972,282.822222,122.9544751,119.9677616,117.4834395,117.1818968,62.83095123,382.591577,376.5217949,304.3588704,299.8326675,256.6880419,274.8389659,912.7979987,878.5625785,808.5764114,789.9132012,1193.891898,2635.174399,2712.75223,2659.259048,2629.048513,2821.605104,57.86156348,54.17285015,56.74587056,55.49894033,54.03566656,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_RP2865_83715,YU51NM2Eu,36.16336667701036,TRUE,TRUE
YU51NM2E_RP,YU51NM2E,reading passage,M,Yakama,2,do,u,d,ɪ,2874.265044,2874.477962,212.9177269,61.80638016,61.18094019,60.51633904,59.25127088,59.38437002,312.9863424,345.9986037,346.3611596,290.6177798,270.8957834,251.5979817,2140.164135,2193.457656,1880.518708,1987.256837,1756.594992,2669.561456,2388.426965,2390.211676,2381.519638,2385.954861,59.25320637,58.13723713,57.35892564,54.75854582,57.84309687,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_RP2874_265044,YU51NM2Eu,30.986039585649994,TRUE,TRUE
YU51NM2E_RP,YU51NM2E,reading passage,M,Yakama,2,fool,u,f,l,2908.558957,2908.624259,65.30212685,107.6645543,106.5291396,105.0636666,103.8372817,103.4444615,388.5624377,347.7533681,384.4231511,380.646119,375.5607551,392.5511532,750.4965418,2401.643486,2389.156407,2684.000026,769.8089248,2808.806066,3478.450346,3375.334164,2774.138708,2613.2765,54.66338301,56.09394571,55.69151247,54.78401672,54.20532067,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_RP2908_558957,YU51NM2Eu,25.86702831219988,TRUE,TRUE
YU51NM2E_RP,YU51NM2E,reading passage,M,Yakama,2,but,ʌ,b,t,2914.193035,2914.257874,64.83904433,--undefined--,104.3627286,103.4490459,103.5254463,104.2625759,390.5280224,379.6300718,350.79952,302.3522887,281.1745059,381.8497579,1302.894125,1386.1075740000001,1477.916564,1562.812868,1695.693675,2428.33648,2289.826608,2313.258817,2514.181703,2608.792071,53.66433303,55.47452169,55.70871326,53.74734532,50.91079218,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_RP2914_193035,YU51NM2Eʌ,33.02632969839738,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,but,ʌ,b,t,3183.426322,3183.541548,115.2261974,116.522719,116.7479483,116.6324802,113.9794456,--undefined--,501.6196417,492.5549985,477.9785106,497.7134737,409.4132252,451.5112121,1259.398294,1337.307577,1453.77132,1526.609312,1481.498192,2453.151284,2386.83754,2390.733752,2365.07909,2359.941055,61.28160564,63.01426731,62.21833647,59.87529735,56.44650394,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3183_426322,YU51NM2Eʌ,34.03220453673925,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,duck,ʌ,d,k,3184.746751,3184.898804,152.0530666,122.7023192,124.7457478,126.8515012,--undefined--,--undefined--,495.2753186,547.9704542,502.4610969,479.4484745,494.3110337,473.806473,1711.375666,1915.473843,1548.799149,1463.629035,1444.152935,2515.057276,2406.179072,2467.027713,2389.095392,2426.604116,62.8412469,62.85788429,63.9058869,58.97906538,55.81079368,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3184_746751,YU51NM2Eʌ,25.333394415728556,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,dawn,ɔ,d,n,3292.275057,3292.494558,219.50113,--undefined--,105.8548295,107.0180897,107.2498328,107.0333811,515.1733935,630.1855053,542.7822613,431.394296,333.6907752,249.8982364,1513.361784,869.0604183,1074.136584,1091.28079,1124.472923,2359.696319,2628.119727,2972.503508,2956.811522,2815.0106,55.92976187,56.5342153,57.08069028,57.41471797,57.34268073,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3292_275057,YU51NM2Eɔ,29.580018037185685,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,had,æ,h,d,3559.88307,3560.031543,148.4731854,108.1772579,115.0798709,119.8959226,126.3691983,130.8978198,514.4450786,580.3402814,612.8641926,628.0263366,469.4301244,460.9504704,1867.646279,1785.175792,1843.254515,1599.725462,1983.793475,2850.30311,2822.380313,2874.365865,2871.510024,2944.686812,56.5903918,58.06373168,58.59388605,59.36863335,60.63953968,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3559_88307,YU51NM2Eæ,125.82253917340405,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,calm,ɑ,k,m,3567.888662,3568.028345,139.68254,129.2172242,131.3675258,134.5424238,137.2732152,136.250567,796.2514262,1015.133322,1027.926698,773.4803289,916.7408355,443.1811009,1834.446716,2312.801503,2357.814095,2033.193697,1930.206417,2986.191433,3054.57007,3021.888799,3080.500912,3039.785859,57.27590503,58.40872566,58.30778075,58.5100737,59.23917728,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3567_888662,YU51NM2Eɑ,39.24229051274687,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,push,ʊ,p,ʃ,3631.897528,3631.959894,62.3655156,160.035425,159.7808438,159.1784808,157.6670299,156.1491105,259.5178409,348.4552493,338.0113929,325.6792753,335.1954301,348.2729832,450.7426014,645.8091501,1000.57076,1259.476182,1931.666067,2440.384544,2411.829226,2390.467193,2374.225058,3083.562638,64.78499097,66.13264818,66.22674347,66.1084074,66.0143595,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3631_897528,YU51NM2Eʊ,75.62365019445527,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,duck,ʌ,d,k,3655.657042,3655.731287,74.24466143,139.9580033,144.081405,149.5518377,154.7487589,158.6792156,457.8708735,541.7222309,435.0841429,380.5699727,581.4232272,465.4588576,1517.356386,2311.190313,1724.682662,1351.919267,2183.764913,2382.58908,3349.745022,2990.098891,2758.649487,3283.047005,64.81065557,66.0987386,66.13080341,64.98666722,62.61960782,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3655_657042,YU51NM2Eʌ,270.8119486824718,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,food,u,f,d,3663.091984,3663.230673,138.6890276,141.4483171,150.2013275,157.6168137,159.1786104,156.8079191,303.6562224,212.0006153,302.69914670000003,310.94539580000003,311.8766668,320.1629307,1005.142351,301.201612,526.7123759,926.5055135,1213.66257,2516.833944,2449.110583,2509.664333,2543.378983,2720.873709,64.59566081,65.07747345,65.48919586,67.41947568,68.71888923,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3663_091984,YU51NM2Eu,101.97846067584872,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,hut,ʌ,h,t,3667.674882,3667.789347,114.4658479,142.9690064,149.4210231,156.4237118,166.750698,168.7394612,605.6886714,631.0024245,645.5880732,620.7923187,585.8448453,586.6284176,863.0070072,1012.099089,1491.711177,1423.570722,1460.657375,2468.724193,2552.853022,3372.806124,2559.134714,2495.117996,68.62368864,70.33441357,70.73512585,69.12488594,64.41430318,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3667_674882,YU51NM2Eʌ,21.424613151130032,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,tock,ɑ,t,k,3712.170748,3712.519955,349.20635,142.9260429,--undefined--,--undefined--,--undefined--,--undefined--,525.0562048,662.3722936,576.3824055,686.9777591,869.9761735,708.3663473,878.838782,1104.868137,1135.537834,1088.604724,2201.178657,2693.73984,2627.07108,2729.961865,2965.684268,2810.235376,61.27113923,58.057118,48.90850846,43.12973543,39.6669761,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3712_170748,YU51NM2Eɑ,21.107494025684353,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,boot,u,b,t,3729.803473,3729.948542,145.0686444,129.2428888,132.0543301,135.6589177,140.9397379,142.8956609,293.841987,269.3796331,276.8813456,306.6923309,201.0733225,290.5760481,1065.796479,1063.621588,751.6479075,2517.225893,577.3650228,2584.064198,2625.507698,2451.508172,3726.294703,2642.257689,63.81785673,65.52481906,64.29349161,63.77831301,64.84160341,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3729_803473,YU51NM2Eu,55.75085554156987,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,pool,ul,p,t,3768.273473,3768.467746,194.2730359,141.3137021,145.7653872,147.2803949,146.4394786,145.4961622,351.3110552,289.615174,301.3139928,344.1807134,222.280083,298.3177283,2402.993484,636.6424,675.1665921,510.5090512,799.082983,3666.675179,2410.958077,2636.954599,2667.759901,2656.898433,61.37734718,61.11428496,60.65315387,61.43804435,60.6096815,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3768_273473,YU51NM2Eul,22.95069585194122,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,bust,ʌ,b,s,3836.310449,3836.438322,127.8727091,139.2376342,149.6208214,162.2527909,167.3037922,166.2860822,444.9959332,516.5185046,490.9769647,535.1271421,490.0012894,474.4066846,849.6464749,1253.84892,1242.53059,1519.287618,1293.222474,2355.060587,2497.42951,2507.810449,2721.614727,2606.264832,62.33316956,62.40396055,61.78261241,60.51461982,60.57017082,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3836_310449,YU51NM2Eʌ,53.95858600550366,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,awed,ɔ,t,d,3889.064553,3889.32456,260.0071768,--undefined--,142.6121536,160.366252,--undefined--,--undefined--,739.536173,490.9969233,412.8516331,560.361376,724.3017251,586.4101202,2260.452556,926.4710193,1120.35229,1002.612669,2198.139649,3165.894701,3204.316695,3188.380089,3176.145967,3664.12822,55.38148594,58.72934607,58.55507738,56.44800402,56.8317899,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3889_064553,YU51NM2Eɔ,61.53973195948837,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,duck,ʌ,d,k,3902.867632,3902.951083,83.45099945,138.0072971,--undefined--,--undefined--,--undefined--,--undefined--,442.793838,501.7553284,548.7747059,572.9101412,573.3940206,585.2949373,1812.741956,1602.904371,1128.488224,1075.352029,1649.034806,2673.321272,2296.577017,2287.818737,2347.617683,2595.347356,64.41898484,66.51161537,65.88205489,63.35923332,60.70211892,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3902_867632,YU51NM2Eʌ,29.49607214435549,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,do,u,d,t,3998.580838,3998.788723,207.885052,122.1423117,136.8444533,160.5056468,--undefined--,--undefined--,256.9977037,262.2469469,247.2066619,212.5891129,287.8354735,313.3001606,2264.596881,2280.082202,1902.673322,1589.806818,1863.125119,2804.272688,2875.091206,2484.695564,2557.007882,2772.186627,61.71618736,64.10202306,61.56545727,58.53853409,54.53188251,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL3998_580838,YU51NM2Eu,48.762489253749294,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,but,ʌ,b,t,4014.628978,4014.768576,139.5983442,119.1504481,125.5520352,127.0690052,--undefined--,--undefined--,541.4368717,556.5747134,510.0040132,530.4012578,524.3577232,502.5645437,931.1397062,1273.07681,1327.879695,1470.134517,1372.448108,2514.447743,2416.104558,2451.409123,2750.870692,2393.97136,61.35723008,62.4399715,60.8308715,58.17707583,54.2577032,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL4014_628978,YU51NM2Eʌ,33.75745175888442,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,foot,ʊ,f,t,4052.775924,4052.896372,120.448238,163.6929786,176.3228023,191.9996464,198.3561825,--undefined--,473.9403975,491.9624431,460.5519036,415.986913,452.486293,391.2367063,2527.528925,896.5890212,1135.734555,1459.156107,1253.684878,3661.378021,2608.021096,2639.821817,2468.749899,2318.412765,66.55916937,65.45336386,63.8648216,61.93227227,59.44076632,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL4052_775924,YU51NM2Eʊ,42.76308225231827,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,com,ɑ,k,m,4063.572109,4063.741723,169.61452,143.5463666,154.210583,170.6660195,176.9432534,--undefined--,747.377098,497.1828085,436.0276998,870.2422295,593.8765952,135.3534077,1711.242639,978.520205,973.557161,1400.704582,1298.559194,3127.732994,2478.674785,2369.818606,3109.0592,2642.394015,62.5646557,62.77820333,60.76531145,59.20819423,56.50596398,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL4063_572109,YU51NM2Eɑ,69.33960950112963,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,had,æ,h,d,4078.034826,4078.185661,150.8351357,121.2253165,122.6428527,121.0186186,118.105514,116.3975323,603.2981292,644.8320284,662.1813193,611.2920618,589.5457032,479.4245283,1993.997984,1814.541218,1947.189418,1744.47226,1728.794249,2781.893289,3102.184617,2301.105231,3027.882042,3065.638344,57.63162444,60.22270558,59.17375142,55.131270550000004,56.80533198,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL4078_034826,YU51NM2Eæ,27.690119651687308,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,whod,u,h,d,4119.455252,4119.613596,158.3437024,125.690084,126.5319963,130.3570506,133.2565732,134.5011192,346.4516535,312.8514663,279.6999977,318.1194393,332.7921858,303.086077,1619.279143,1480.189867,1511.27877,846.1559243,1189.999021,2426.202483,2358.831694,2420.300498,2275.72023,2339.583648,65.1767325,66.42774858,67.55038768,69.52194067,68.55078674,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL4119_455252,YU51NM2Eu,22.163930072848352,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,hode,o,h,d,4145.3373,4145.54861,211.3097767,132.4604368,148.6487046,156.7641425,159.0256742,158.2374227,480.3017099,426.1731375,397.9701202,343.5125898,321.0635866,318.6922624,1003.573979,916.8203108,696.240486,714.0479437,1000.79189,2565.659249,2632.823675,2649.236231,2674.507608,2662.578344,63.53970495,66.18699906,66.33621789,67.57578445,66.34296098,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL4145_3373,YU51NM2Eo,22.887112730723924,TRUE,TRUE
YU51NM2E_WL,YU51NM2E,wordlist,M,Yakama,2,hoot,u,h,t,4149.894358,4150.023587,129.2288542,159.7138302,162.6447394,--undefined--,--undefined--,--undefined--,306.6570249,316.8119455,266.1543244,304.2405811,294.7209575,269.4744834,1034.687452,1205.76403,1334.5023,1462.39428,1433.785244,2571.43789,2537.994269,2598.592834,2599.002765,2652.442365,64.9236242,63.14487842,58.26379023,54.65199292,55.29263169,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YU51NM2E_WL4149_894358,YU51NM2Eu,26.277296494568198,TRUE,TRUE
YW41NM3F_CS,YW41NM3F,conversation,M,Yakama,3,do,u,d,j,147.2783575,147.3078772,29.51967739,136.8002513,135.4922073,135.6012901,136.3061529,137.0110157,555.514935,310.2847911,286.5084714,355.834446,388.3547799,370.6685873,1661.582169,1343.576874,1283.709011,1332.365744,1430.409571,2769.779885,2708.616321,2691.014263,2691.726073,2702.900386,65.26647011,65.07749342,65.19439222,65.43462577,65.77964411,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YW41NM3F_CS147_2783575,YW41NM3Fu,249.3162639248811,TRUE,TRUE
YW41NM3F_RP,YW41NM3F,reading passage,M,Yakama,3,couldnt,ʊ,k,d,7987.952608,7988.052381,99.77324,--undefined--,147.5034383,146.2518151,145.4819333,145.0460781,1111.258646,398.1576307,420.5274856,426.3949938,417.8215902,343.683569,2444.980094,1206.000881,1277.176238,1437.317718,1449.513155,3701.628245,2516.637859,2477.186102,2471.657676,2483.48009,56.26953075,68.20211702,72.43698627,73.07682173,72.44683657,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YW41NM3F_RP7987_952608,YW41NM3Fʊ,2180.906458810603,TRUE,TRUE
YW41NM3F_RP,YW41NM3F,reading passage,M,Yakama,3,put,ʊ,p,t,8029.772281,8029.91198,139.6990896,144.8021894,143.3510811,137.8243804,139.9577058,141.9976452,417.3862929,436.7687252,388.9397188,420.2188505,414.6978197,399.2183021,1004.581334,1245.318676,1539.008767,1393.013564,1517.818685,2504.830608,2591.639863,2696.280543,2552.862218,2763.877812,66.86411722,67.0880181,64.61373562,63.25315262,60.55097254,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YW41NM3F_RP8029_772281,YW41NM3Fʊ,24.348370456850198,TRUE,TRUE
YW41NM3F_RP,YW41NM3F,reading passage,M,Yakama,3,but,ʌ,b,t,8097.3669,8097.584656,217.7554999,129.5125003,127.4979602,121.5925029,--undefined--,--undefined--,512.1781131,529.101464,502.818691,477.2787628,430.5902448,431.0120763,918.0461302,1108.344944,1270.239197,1318.547322,1383.054075,2499.10005,2504.456527,2485.494426,2501.247182,2365.142873,65.33156583,66.76842274,60.04770649,58.8912092,57.28000102,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YW41NM3F_RP8097_3669,YW41NM3Fʌ,28.47977798485119,TRUE,TRUE
YW41NM3F_WL,YW41NM3F,wordlist,M,Yakama,3,pull,ʊl,p,,8527.34365,8527.620698,277.0484284,111.9237235,109.9339411,--undefined--,--undefined--,--undefined--,423.3557662,433.5829745,456.8784826,564.8951235,373.3040876,540.1099599,752.8036322,787.5569846,750.2173206,882.2361757,598.0444718,2922.179825,2640.596956,2477.965925,2792.462597,2612.961483,63.75566217,60.12215163,57.77759043,53.0431484,50.47423177,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YW41NM3F_WL8527_34365,YW41NM3Fʊl,21.011962205359872,TRUE,TRUE
YW41NM3F_WL,YW41NM3F,wordlist,M,Yakama,3,couldnt,ʊ,k,d,9091.736281,9091.875964,139.68254,--undefined--,--undefined--,--undefined--,--undefined--,141.4899393,583.8362462,692.5416278,991.7657905,328.1115926,386.5848371,302.4258002,1177.057665,1176.094872,1869.814607,641.9824142,1388.431129,2687.799456,2588.643526,3299.631285,2423.178236,2437.758504,50.11830322,52.34843788,47.11496491,56.04954236,67.70584066,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YW41NM3F_WL9091_736281,YW41NM3Fʊ,3758.7064730165357,TRUE,TRUE
YW41NM3F_WL,YW41NM3F,wordlist,M,Yakama,3,foot,ʊ,f,t,10515.29638,10515.41369,117.3059158,130.6649762,126.0950776,--undefined--,442.073298,--undefined--,549.5937766,464.1978477,457.0402474,450.3593097,441.515526,420.3396871,636.8540888,1014.268809,1181.126116,1187.384121,1241.756208,2509.702371,2520.427098,2495.874893,2684.319659,2622.008084,64.29979108,63.97295952,63.31490202,59.946769690000004,54.54309814,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YW41NM3F_WL10515_29638,YW41NM3Fʊ,31.5336189853928,TRUE,TRUE
